hillnumber, hillname, region, parent, classification, metres, feet, gridref, gridref10, colgridref, colheight, drop, feature, observations, survey, revision, comments, map50, map25, xcoord, ycoord, latitude, longitude, country, climbed, tumponly,Ma,Ma=,Hu,Hu=,Tu,Sim,5,M,MT,F,C,G,D,DT,Hew,N,Dew,DDew,HF,4,3,2,1,0,W,WO,B,E,HHB,Sy,Fel,CoH,CoU,CoA,CoL,SIB,sMa,sHu,sSim,s5,s4,Mur,CT,GT,DN,BL,Bg,Y,Cm,T100,xMT,xC,xG,xN,xDT,O,Un,P600,P500
3334,"Raven's Crag [nameless (Stickle Pike - Raven's Crag)]","34D",2634,"WO,B,Sy","360.8","1184","SD223929","SD 22375 92924","SD 2232 9337","331.2","29.7","cairn","","obvious summit","2021-01-30","","96","OL6N","322373","492924","54.325973","-3.195084","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3335,"nameless (Top o' Selside - Brock Barrow)","34D",2667,"WO","221","725","SD298898","SD 29812 89813","SD298898","218","3","tall square cairn","about 8m lower than true summit (rock outcrop) 105m NE at SD 29884 89887; Wainwright's second cairn is 210m N at SD 29810 90025","Abney level","2012-02-04","Wainwright's route goes directly from the tall square cairn to a 2nd cairn at SD298900, by-passing the true summit. He incorrectly attributes the height of the true summit to his chosen cairn. See Database Notes.","96 97","OL6N OL7S","329811","489813","54.299097","-3.080022","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3337,"Clagh Ouyr","29",1945,"5,Dew","551","1808","SC414889","SC 41449 88942","SC419896","473","78","small cairn on rock","cairn 230m SW at SC 41278 88780 is several metres lower","obvious summit","2007-03-10","","95","IoM OL","241445","488942","54.271488","-4.436379","M","",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3338,"Beinn Rein [Clagh Ouyr North Top]","29",1945,"5,Dew","550","1804","SC425900","SC 42558 90018","SC437907","498","52","no feature: grass","","obvious summit","2007-03-10","","95","IoM OL","242554","490018","54.281492","-4.419931","M","",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3339,"Beinn-y-Phott","29",1945,"Hu,5,Dew","544","1785","SC381860","SC 38108 86023","SC396867","409","135","cairn","","obvious summit","2009-11-20","","95","IoM OL","238104","486023","54.244231","-4.486056","M","",0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3340,"Carraghan","29",1945,"5,Dew","500","1640","SC368849","SC 36871 84907","SC371856","446","54","cairn","","obvious summit","2013-09-07","Harvey mapping shows a summit height of 495m. Col height from Harvey","95","IoM OL","236867","484907","54.233818","-4.504413","M","",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3341,"Carnedd y Cribau","30B",1980,"5,Dew","591","1939","SH676536","SH 67620 53698","SH675541","508","83","rocky knoll with a few rocks from a collapsed cairn","boulder 10m SE at SH 67625 53686 may be as high","","2009-06-08","","115","OL17W","267617","353695","53.064063","-3.977048","W","",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3342,"Yr Arddu","30B",2006,"5,Dew","589","1932","SH673507","SH 67343 50706","SH668500","552","37","rib of rock 5m NE of cairn","all features to NE and SW are lower","Abney level","2007-03-10","","115","OL17W","267340","350703","53.037115","-3.979946","W","",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3343,"Iwerddon","30B",2006,"s5","583","1913","SH688482","SH 68822 48217","SH 68406 47877","558","25.2","rock","this top is 0.46m higher than top 60m SW at SH 68784 48170","Leica NA730","2010-03-28","Dropped from Dewey list in March 2010 due to insufficient drop","115","OL17W","268819","348214","53.015119","-3.956889","W","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3344,"Moel Wnion","30B",1965,"Hu,5,Dew","579.9","1903","SH649697","SH 64969 69717","SH 6520 6880","476.3","103.6","damaged trig point in windshelter","ground to radius of 10m is about as high","Trimble GeoXH 6000","2014-10-04","","115","OL17W","264966","369714","53.207307","-4.023336","W","",0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3345,"Yr Orsedd","30B",1965,"5,Dew","559","1834","SH693715","SH 69357 71545","SH695713","514","45","small outcrop of rock","","obvious summit","2008-11-10","","115","OL17E","269354","371542","53.224827","-3.958424","W","",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3346,"Craig Nyth-y-Gigfran [Y Blaen Llym]","30B",2006,"5,Dew","554","1818","SH685464","SH 68530 46413","SH 68343 46613","524","30.6","rock partially covered with grass","","Leica NA730","2010-08-26","","115","OL17W","268527","346410","52.998840","-3.960504","W","",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3347,"Craig Wen","30B",2013,"5,Dew","548","1798","SH729602","SH 72906 60283","SH729604","494","54","large rock","","Abney level","2007-03-10","","115","OL17E","272903","360280","53.124509","-3.900816","W","",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3348,"Moel Eilio","30B",1989,"5,Dew,sHu","546","1791","SH747659","SH 74737 65907","SH739647","453","93","ground near a few stones","","obvious summit","2007-03-10","","115","OL17E","274734","365904","53.175470","-3.875670","W","",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3349,"Gyrn","30B",1965,"5,Dew","541.3","1776","SH647687","SH 64742 68795","SH 6487 6907","496.2","45.1","stone shelter","","obvious summit/Trimble GeoXH 6000","2014-10-04","","115","OL17W","264739","368792","53.198967","-4.026342","W","",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3350,"Foel-ganol","30B",1965,"5,Dew","536","1759","SH688715","SH 68804 71594","SH690715","496","40","no feature","","Abney level","2007-06-30","","115","OL17E OL17W","268801","371591","53.225131","-3.966723","W","",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3351,"Moel Dyrnogydd","30B",2006,"5,Dew","524","1719","SH695491","SH 69548 49138","SH695488","458","66","rib of rock","","obvious summit","2012-12-10","","115","OL18E","269545","349135","53.02357","-3.946446","W","",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3352,"Bryn Banog","30B",1992,"5,Dew","520","1706","SH576457","SH 57613 45727","SH574460","457","63","outcrop","this is the N top; the cairned S top 110m S at SH57589 45619 may be as high","","2012-12-10","","115","OL17W OL18W","257610","345724","52.989885","-4.122760","W","",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3353,"Moel Morfydd [Llantysilio Mountain]","30C",2039,"Hu,5,Dew","549.6","1803","SJ159457","SJ 15968 45768","SJ170465","434.7","114.9","rock 2m SW of trig point","rock is 25cm above trig point FB","Abney level/Trimble GeoXH 6000","2014-10-30","","116","255 256","315966","345764","53.002595","-3.253695","W","",0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3354,"Moel y Faen [Llantysilio Mountain]","30C",2039,"5,Dew","547.1","1795","SJ184475","SJ 18492 47534","SJ180472","488.3","58.8","mound by main path on S side","rise 20m E at SJ 18514 47536 is 10cm lower","Leica NA730/Trimble GeoXH 6000","2014-10-30","","116","256","318490","347531","53.018857","-3.216538","W","",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3355,"Gorsedd Bran","30C",2042,"Hu,5,Dew","518","1699","SH969597","SH 96919 59755","SH979586","398","120","trig point","trig point is in clearing in dense conifer forest","obvious summit","2012-12-10","","116","264S","296916","359752","53.124952","-3.541943","W","",0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3356,"Eglwyseg Mountain","30C",2040,"5,Dew","512.1","1680","SJ231464","SJ 23161 46424","SJ234495","424","88","cairn on tumulus","tumulus 100m S at SJ 23158 46327 is 0.13m lower","Leica NA730/Trimble GeoXH 6000","2014-10-30","","117","255 256","323159","346421","53.009573","-3.146687","W","",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3357,"Moel y Gaer","30C",2039,"5,Dew","503.5","1652","SJ166463","SJ 16687 46366","SJ165462","465.8","37.7","no feature: heather next to path on north side","","obvious summit/Trimble GeoXH 6000","2014-10-30","","116","255 256","316685","346363","53.008082","-3.243138","W","",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3358,"Craig Bron-banog","30C",2042,"Hu,5,Dew","501.8","1646","SJ016520","SJ 01682 52008","SJ011529","401.4","100.4","small cairn 10m SSE of large cairn on NW top","small cairn is 0.55m higher than ground 180m E in radio mast enclosure at SJ 01867 51962","Leica NA730/Leica 530","2014-12-13","","116","264S","301680","352005","53.056238","-3.468410","W","",0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3359,"Craig Ddrwg","30D",2074,"5,Dew","596","1955","SH656331","SH 65662 33167","SH656340","546","50","rocky outcrop 10m SE of cairn","rock on top 210m N at SH 65684 33379 is at least 1m lower","Abney level","2007-03-10","","124","OL18W","265659","333163","52.879126","-3.997722","W","",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3360,"Foel-boeth","30D",2065,"5,Dew","596","1955","SH864430","SH 86470 43087","SH865434","555","41","cairn on flat rock outcrop 45m NNW of shelter","ground 27m SW at SH 86448 43069 and ground 15m SE at SH 86482 43080 may be as high","Abney level","2012-12-10","","124 125","OL18E","286467","343084","52.97306","-3.692148","W","",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3361,"Clip","30D",2074,"5,Dew","595","1952","SH654329","SH 65464 32948","SH655330","564","31","rock outcrop","Geograph spot height implies rock outcrop is 3m higher than cairn 190m SSW at SH 65384 32784","obvious summit","2012-06-07","Moved from SH653327 to new, higher location May 2012","124","OL18W","265461","332944","52.877109","-4.000572","W","",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3362,"Y Ro Wen","30D",2068,"Hu,5,Dew","598.6","1964","SH745500","SH 74588 50017","SH 7392 4808","477.8","120.7","small cairn","ground 10m SW is 0.2m lower ; windshelter 150m S at SH 74590 49870 is about 0.5m lower","Abney level/Leica RX1250","2017-12-13","","115","OL18E","274585","350014","53.032673","-3.871688","W","",0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3363,"Craig y Grut [Llawlech]","30D",2056,"5,Dew","589","1932","SH631210","SH 63123 21072","SH635218","542","47","rock rib 5m SSW of small cairn","stone pillar marked on map is the cairn","obvious summit","2007-03-10","","124","OL18W","263120","321068","52.769825","-4.030353","W","",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3364,"Y Gamallt [Graig Goch]","30D",2068,"Hu,5,Dew","588","1929","SH751447","SH 75127 44720","SH739450","466","122","cairn","","obvious summit","2012-12-10","","124","OL18E OL18W","275124","344717","52.985208","-3.861606","W","",0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3365,"Foel-fras","30D",2068,"5,Dew","586","1923","SH728481","SH 72803 48165","SH722482","554","32","no feature: ground by thick fence post","ground for radius of 5m is as high; ground 85m W at SH 72716 48145 is 0.5m lower","Abney level","2012-08-15","","115","OL18E","272800","348162","53.015613","-3.897561","W","",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3366,"Moel Farlwyd","30D",2068,"Hu,5,Dew","575.7","1889","SH707486","SH 70741 48646","SH 7114 4871","474.3","101.4","vegetated rocky rib next to cairn","","Leica NA730/Leica GS15","2020-02-09","","115","OL18E","270738","348643","53.01944","-3.928473","W","",0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3367,"Moel y Feidiog","30D",2057,"5,Dew","577","1893","SH781324","SH 78161 32437","SH783331","529","48","no feature","ground c 60m S by fence corner is lower","Abney level","2007-03-10","","124","OL23E","278158","332433","52.875545","-3.81182","W","",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3368,"Moel yr Wden [Bwlch y Bi]","30D",2057,"5,Dew","572.2","1877","SH780356","SH 78016 35622","SH 77981 35395","538.1","34.1","ground by cairn","drop surveyed as 34.1m","Leica NA730/Leica 530","2009-06-08","","124","OL18E OL23E","278013","335618","52.904125","-3.815171","W","",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3369,"Garnedd Fawr","30D",2079,"5,Dew","569","1867","SH937423","SH 93790 42311","SH942424","522","47","ground 2m N of junction of three fences","","obvious summit","2012-12-10","","125","OL18E","293787","342308","52.967588","-3.582930","W","",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3370,"Craig Wion","30D",2074,"5,Dew","565.6","1856","SH664319","SH 66426 31954","SH 6575 3291","485.4","80.2","small neat cairn on rock","","obvious summit/Trimble GeoXH 6000","2014-10-19","","124","OL18W","266423","331950","52.868419","-3.985879","W","",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3371,"Graig Wen","30D",2068,"Hu,5,Dew,sMa","555.6","1823","SH739394","SH 73913 39479","SH 7631 4034","414.6","141","cairn","","Trimble GeoXH 6000","2020-02-09","","124","OL18W","273910","339476","52.937836","-3.877637","W","",0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3372,"Orddu","30D",2079,"5,Dew","555","1821","SH963423","SH 96341 42342","SH958424","521","34","grassy mound South of fence","","Abney level","2008-11-10","","125","OL18E","296338","342339","52.968367","-3.544971","W","",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3373,"Craig Llyn Du [Rhinog Fawr North Top]","30D",2060,"5,Dew","553","1814","SH655295","SH 65552 29569","SH653294","517","36","rock","this W top is higher than that 65m ESE at SH 65613 29547","obvious summit","2007-06-30","","124","OL18W","265549","329565","52.846774","-3.99787","W","",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3374,"Y Garnedd","30D",2068,"5,Dew","552","1811","SH741431","SH 74202 43117","SH747435","477","75","ground by smaller of two adjacent cairns","rocks 20m N are 20cm lower","Abney level","2022-07-09","","124","OL18W","274199","343114","52.97059","-3.874753","W","",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3375,"Moel Ymenyn","30D",2053,"5,Dew","550","1804","SH839346","SH 83961 34627","SH836345","504","46","no feature: ground 20m NNW of cairn","cairn is at SH 83978 34611 and is 20cm lower","Abney level","2007-03-10","","124 125","OL18E OL23E","283958","334623","52.896506","-3.726465","W","",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3376,"Moel Emoel","30D",2079,"5,Dew","549","1801","SH937402","SH 93797 40259","SH936408","461","88","cairn","","obvious summit","2007-06-30","","125","OL18E","293794","340256","52.94915","-3.582153","W","",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3377,"Mynydd Bryn-llech","30D",2057,"5,Dew","545","1788","SH805314","SH 80561 31458","SH790322","485","60","no feature: ground 65m NW of high point of fence","high point in fence 65m SE at SH 80580 31385 and ground near tree 35m SW at SH 80540 31430 are lower","Abney level","2009-06-08","","124 125","OL23E","280558","331454","52.867287","-3.775818","W","",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3378,"Foel Boeth","30D",2053,"5,Dew","541","1775","SH834337","SH 83456 33791","SH830340","495","46","cairn","grassy hump 70m E at SH 83523 33812 may be as high; note summit area is in trees although both features are in clearings","Abney level","2007-03-10","","124 125","OL18E OL23E","283453","333787","52.888885","-3.733668","W","",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3379,"Carnedd Iago","30D",2068,"5,Dew","538","1765","SH782406","SH 78272 40654","SH761431","466","72","rock slabs on ground by fence junction","ground 10m S at SH 78272 40641 is as high","Abney level/Trimble GeoXH 6000","2007-03-10","","124","OL18E","278269","340651","52.949400","-3.813253","W","",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3380,"Graig Ddu","30D",2065,"5,Dew","537","1762","SH888429","SH 88853 42943","SH887447","466","71","small cairn 50m N of large cairn","large cairn at SH 88857 42889 is 1m lower","Abney level","2008-06-30","","124 125","OL18E","288850","342940","52.972266","-3.656627","W","",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3381,"Moel y Gyrafolen","30D",2074,"5,Dew","536.8","1761","SH672352","SH 67217 35291","SH 67063 35191","506.6","30.1","outcrop","rocky knoll 30m S at SH 67221 35263 is 0.44m lower; cairn 60m NE at SH 67263 35326 is 1.96m lower","Leica NA730/Leica GS15","2013-03-19","","124","OL18W","267214","335287","52.898595","-3.975497","W","",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3382,"Garn Prys","30D",2065,"Hu,5,Dew","533","1749","SH887483","SH 88718 48373","SH872466","429","104","2m high cairn on large rock","","Abney level","2009-11-20","","116","OL18E","288715","348370","53.02103","-3.660507","W","",0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3383,"Moel Cae'r-defaid West Top","30D",2059,"5,Dew","531.1","1742","SH800246","SH 80079 24691","SH798249","462","69","single stone on rocky knoll","grassy knoll 65m SSE at SH 80094 24625 is 1.6m lower","Leica NA730/Leica 530","2012-12-10","","124 125","OL23E","280076","324687","52.806374","-3.780490","W","",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3384,"Foel Fawr","30D",2068,"5,Dew","528","1732","SH728392","SH 72877 39290","SH733394","486","42","no feature","cairn 315m NW at SH 72626 39481 is 1.1m lower","Trimble GeoXH 6000","2020-11-08","","124","OL18W","272874","339287","52.935893","-3.89297","W","",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3385,"Pen y Bedw East Top","30D",2068,"5,Dew","527.8","1732","SH784470","SH 78405 47065","SH770450","448","80","no feature: grass","1cm higher than ground 12m NE","Leica NA730/Leica 530","2015-11-25","0.5m higher than 3386","115","OL18E","278402","347062","53.007035","-3.813689","W","",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3386,"Pen y Bedw West Top","30D",2068,"s5","527.3","1730","SH779469","SH 77917 46986","SH 7813 4697","504","23.3","no feature 70m ESE of cairn","0.50m higher than cairn at SH 77855 47010","Leica NA730/Leica 530","2014-12-13","Dewey replaced by hill 3385; col height measured as 504.0m","115","OL18E","277914","346983","53.006214","-3.820928","W","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3387,"Craig y Benglog [Moel Cae'r-defaid East Top]","30D",2059,"5,Dew","525.2","1723","SH805244","SH 80507 24421","SH 80428 24506","492.7","32.6","rock in base of cairn","","Leica NA730/Leica 530","2007-03-10","","124 125","OL23E","280504","324417","52.804043","-3.774045","W","",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
